episode_id,transition_key,run_id,generated_at_utc,benchmark_suite,compiler_gym_version,compiler_version,host_name,python_version,benchmark_uri,episode_index,step_index,pass_id,pass_name,pass_flag,pass_position,previous_pass_sequence,reward_space,raw_step_reward,hybrid_reward,runtime_improvement,ir_improvement,size_improvement,cumulative_reward,pass_success,action_had_no_effect,done,termination_reason,step_walltime_sec,error_type,error_message,pre_state_id,pre_ir_instruction_count,pre_object_text_size_bytes,pre_total_basic_blocks,pre_total_functions,pre_total_instructions,pre_total_memory_instructions,post_state_id,post_ir_instruction_count,post_object_text_size_bytes,post_total_basic_blocks,post_total_functions,post_total_instructions,post_total_memory_instructions,pre_autophase_BBNumArgsHi,pre_autophase_BBNumArgsLo,pre_autophase_onePred,pre_autophase_onePredOneSuc,pre_autophase_onePredTwoSuc,pre_autophase_oneSuccessor,pre_autophase_twoPred,pre_autophase_twoPredOneSuc,pre_autophase_twoEach,pre_autophase_twoSuccessor,pre_autophase_morePreds,pre_autophase_BB03Phi,pre_autophase_BBHiPhi,pre_autophase_BBNoPhi,pre_autophase_BeginPhi,pre_autophase_BranchCount,pre_autophase_returnInt,pre_autophase_CriticalCount,pre_autophase_NumEdges,pre_autophase_const32Bit,pre_autophase_const64Bit,pre_autophase_numConstZeroes,pre_autophase_numConstOnes,pre_autophase_UncondBranches,pre_autophase_binaryConstArg,pre_autophase_NumAShrInst,pre_autophase_NumAddInst,pre_autophase_NumAllocaInst,pre_autophase_NumAndInst,pre_autophase_BlockMid,pre_autophase_BlockLow,pre_autophase_NumBitCastInst,pre_autophase_NumBrInst,pre_autophase_NumCallInst,pre_autophase_NumGetElementPtrInst,pre_autophase_NumICmpInst,pre_autophase_NumLShrInst,pre_autophase_NumLoadInst,pre_autophase_NumMulInst,pre_autophase_NumOrInst,pre_autophase_NumPHIInst,pre_autophase_NumRetInst,pre_autophase_NumSExtInst,pre_autophase_NumSelectInst,pre_autophase_NumShlInst,pre_autophase_NumStoreInst,pre_autophase_NumSubInst,pre_autophase_NumTruncInst,pre_autophase_NumXorInst,pre_autophase_NumZExtInst,pre_autophase_TotalBlocks,pre_autophase_TotalInsts,pre_autophase_TotalMemInst,pre_autophase_TotalFuncs,pre_autophase_ArgsPhi,pre_autophase_testUnary,post_autophase_BBNumArgsHi,post_autophase_BBNumArgsLo,post_autophase_onePred,post_autophase_onePredOneSuc,post_autophase_onePredTwoSuc,post_autophase_oneSuccessor,post_autophase_twoPred,post_autophase_twoPredOneSuc,post_autophase_twoEach,post_autophase_twoSuccessor,post_autophase_morePreds,post_autophase_BB03Phi,post_autophase_BBHiPhi,post_autophase_BBNoPhi,post_autophase_BeginPhi,post_autophase_BranchCount,post_autophase_returnInt,post_autophase_CriticalCount,post_autophase_NumEdges,post_autophase_const32Bit,post_autophase_const64Bit,post_autophase_numConstZeroes,post_autophase_numConstOnes,post_autophase_UncondBranches,post_autophase_binaryConstArg,post_autophase_NumAShrInst,post_autophase_NumAddInst,post_autophase_NumAllocaInst,post_autophase_NumAndInst,post_autophase_BlockMid,post_autophase_BlockLow,post_autophase_NumBitCastInst,post_autophase_NumBrInst,post_autophase_NumCallInst,post_autophase_NumGetElementPtrInst,post_autophase_NumICmpInst,post_autophase_NumLShrInst,post_autophase_NumLoadInst,post_autophase_NumMulInst,post_autophase_NumOrInst,post_autophase_NumPHIInst,post_autophase_NumRetInst,post_autophase_NumSExtInst,post_autophase_NumSelectInst,post_autophase_NumShlInst,post_autophase_NumStoreInst,post_autophase_NumSubInst,post_autophase_NumTruncInst,post_autophase_NumXorInst,post_autophase_NumZExtInst,post_autophase_TotalBlocks,post_autophase_TotalInsts,post_autophase_TotalMemInst,post_autophase_TotalFuncs,post_autophase_ArgsPhi,post_autophase_testUnary,delta_ir_instruction_count,delta_object_text_size_bytes,pre_runtime_median_sec,post_runtime_median_sec
benchmark_cbench-v1_adpcm_9_7a9596,78f92893fa96ef2c,24223de53746444394b73b36ea25f8f4,2026-07-31T14:41:05.043604+00:00,benchmark://cbench-v1,0.2.5,10.0.0 x86_64-unknown-linux-gnu,Dhanush,3.10.20,benchmark://cbench-v1/adpcm,9,0,105,-reassociate,-reassociate,0,[],IrInstructionCountO3,0.002898550724637681,0.13227513227513224,0.0,0.001763668430335097,0.0,0.13227513227513224,True,False,False,,0.2615656640000452,,,018be3d6c8a6dd0f1590907aced36c43ff80948e,567,1901,73,14,567,340,fc28caab0d41cce541b4d1b468289b6d8b75b48a,566,1901,73,14,566,340,0,0,45,33,7,40,25,5,18,26,0,0,0,73,0,66,5,14,95,133,65,52,59,40,27,7,13,37,9,7,66,56,66,66,19,29,0,127,0,4,0,3,13,1,1,91,6,8,2,3,73,567,340,14,0,244,0,0,45,33,7,40,25,5,18,26,0,0,0,73,0,66,5,14,95,133,65,52,59,40,27,7,13,37,9,7,66,56,66,66,19,29,0,127,0,4,0,3,13,1,1,91,6,8,2,2,73,566,340,14,0,243,-1,0,,
benchmark_cbench-v1_bitcount_0_c08701,a0190a9b53d98819,24223de53746444394b73b36ea25f8f4,2026-07-31T14:41:05.043604+00:00,benchmark://cbench-v1,0.2.5,10.0.0 x86_64-unknown-linux-gnu,Dhanush,3.10.20,benchmark://cbench-v1/bitcount,0,0,15,-constmerge,-constmerge,0,[],IrInstructionCountO3,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,action_no_effect,0.25559893300032854,,,fddc97bdd0d0712a81a48d048c526f3c601f78ca,857,3894,85,37,857,495,fddc97bdd0d0712a81a48d048c526f3c601f78ca,857,3894,85,37,857,495,0,2,43,31,7,38,18,3,8,25,3,2,0,83,2,63,14,13,88,164,131,86,103,38,74,10,36,59,28,18,67,54,63,67,55,29,7,195,0,3,2,21,51,1,7,119,5,19,2,13,85,857,495,37,5,391,0,2,43,31,7,38,18,3,8,25,3,2,0,83,2,63,14,13,88,164,131,86,103,38,74,10,36,59,28,18,67,54,63,67,55,29,7,195,0,3,2,21,51,1,7,119,5,19,2,13,85,857,495,37,5,391,0,0,,
benchmark_cbench-v1_bitcount_1_c00baf,4ac46cbfa5721af9,24223de53746444394b73b36ea25f8f4,2026-07-31T14:41:05.043604+00:00,benchmark://cbench-v1,0.2.5,10.0.0 x86_64-unknown-linux-gnu,Dhanush,3.10.20,benchmark://cbench-v1/bitcount,1,0,55,-jump-threading,-jump-threading,0,[],IrInstructionCountO3,0.04,1.0163887954960478,0.0,0.011668611435239206,0.005649717514124294,1.0163887954960478,True,False,False,,0.27557570899989514,,,fddc97bdd0d0712a81a48d048c526f3c601f78ca,857,3894,85,37,857,495,bf00d4527e68b15edd64dc108cc629b074d39327,847,3872,76,37,847,494,0,2,43,31,7,38,18,3,8,25,3,2,0,83,2,63,14,13,88,164,131,86,103,38,74,10,36,59,28,18,67,54,63,67,55,29,7,195,0,3,2,21,51,1,7,119,5,19,2,13,85,857,495,37,5,391,0,2,34,23,8,29,18,2,8,25,3,2,0,74,2,54,14,16,79,165,131,84,103,29,74,10,36,59,28,19,57,54,54,67,55,29,7,194,0,3,2,21,51,1,7,119,5,19,2,13,76,847,494,37,4,390,-10,-22,,
benchmark_cbench-v1_bitcount_1_c00baf,6c0d72b014d2fbdd,24223de53746444394b73b36ea25f8f4,2026-07-31T14:41:05.043604+00:00,benchmark://cbench-v1,0.2.5,10.0.0 x86_64-unknown-linux-gnu,Dhanush,3.10.20,benchmark://cbench-v1/bitcount,1,1,57,-licm,-licm,1,[55],IrInstructionCountO3,-0.08,-8.285677390791028,0.0,-0.023612750885478158,-0.2605888429752066,-7.26928859529498,True,False,False,,0.2849770760003594,,,bf00d4527e68b15edd64dc108cc629b074d39327,847,3872,76,37,847,494,646ec40edcaa53428025020750820fed929497e1,867,4881,77,37,867,470,0,2,34,23,8,29,18,2,8,25,3,2,0,74,2,54,14,16,79,165,131,84,103,29,74,10,36,59,28,19,57,54,54,67,55,29,7,194,0,3,2,21,51,1,7,119,5,19,2,13,76,847,494,37,4,390,7,11,35,24,8,30,18,2,8,25,3,15,3,59,18,55,14,15,80,165,131,84,103,30,74,10,36,59,28,18,59,54,55,67,55,29,7,175,0,3,45,21,51,1,7,114,5,19,2,13,77,867,470,37,81,371,20,1009,,
benchmark_cbench-v1_bitcount_1_c00baf,4946ef464e0f04e6,24223de53746444394b73b36ea25f8f4,2026-07-31T14:41:05.043604+00:00,benchmark://cbench-v1,0.2.5,10.0.0 x86_64-unknown-linux-gnu,Dhanush,3.10.20,benchmark://cbench-v1/bitcount,1,2,79,-loop-vectorize,-loop-vectorize,2,"[55, 57]",IrInstructionCountO3,0.0,0.0,0.0,0.0,0.0,-7.26928859529498,True,True,True,action_no_effect,0.2841110570007004,,,646ec40edcaa53428025020750820fed929497e1,867,4881,77,37,867,470,646ec40edcaa53428025020750820fed929497e1,867,4881,77,37,867,470,7,11,35,24,8,30,18,2,8,25,3,15,3,59,18,55,14,15,80,165,131,84,103,30,74,10,36,59,28,18,59,54,55,67,55,29,7,175,0,3,45,21,51,1,7,114,5,19,2,13,77,867,470,37,81,371,7,11,35,24,8,30,18,2,8,25,3,15,3,59,18,55,14,15,80,165,131,84,103,30,74,10,36,59,28,18,59,54,55,67,55,29,7,175,0,3,45,21,51,1,7,114,5,19,2,13,77,867,470,37,81,371,0,0,,
benchmark_cbench-v1_bitcount_2_de59dc,b4c8de33e376a9ee,24223de53746444394b73b36ea25f8f4,2026-07-31T14:41:05.043604+00:00,benchmark://cbench-v1,0.2.5,10.0.0 x86_64-unknown-linux-gnu,Dhanush,3.10.20,benchmark://cbench-v1/bitcount,2,0,30,-early-cse,-early-cse,0,[],IrInstructionCountO3,0.344,6.948442357239302,0.0,0.10035005834305717,-0.023112480739599383,6.948442357239302,True,False,False,,0.29023840599984396,,,fddc97bdd0d0712a81a48d048c526f3c601f78ca,857,3894,85,37,857,495,45822b0bf5ec18c93c8393f9a9c0214a89ba2313,771,3984,85,37,771,436,0,2,43,31,7,38,18,3,8,25,3,2,0,83,2,63,14,13,88,164,131,86,103,38,74,10,36,59,28,18,67,54,63,67,55,29,7,195,0,3,2,21,51,1,7,119,5,19,2,13,85,857,495,37,5,391,0,2,43,31,7,38,18,3,8,25,3,2,0,83,2,63,14,13,88,164,130,85,103,38,74,10,36,59,28,15,70,29,63,67,54,29,7,142,0,3,2,21,50,1,7,114,5,19,2,12,85,771,436,37,5,311,-86,90,,
benchmark_cbench-v1_bitcount_2_de59dc,afe99af0b206523b,24223de53746444394b73b36ea25f8f4,2026-07-31T14:41:05.043604+00:00,benchmark://cbench-v1,0.2.5,10.0.0 x86_64-unknown-linux-gnu,Dhanush,3.10.20,benchmark://cbench-v1/bitcount,2,1,26,-dse,-dse,1,[30],IrInstructionCountO3,0.052,1.8670010782429327,0.0,0.016861219195849545,0.024096385542168676,8.815443435482235,True,False,False,,0.2841717040000731,,,45822b0bf5ec18c93c8393f9a9c0214a89ba2313,771,3984,85,37,771,436,6b6b54efabc04559cf7eaae6262feddfe8d4dcd8,758,3888,85,37,758,423,0,2,43,31,7,38,18,3,8,25,3,2,0,83,2,63,14,13,88,164,130,85,103,38,74,10,36,59,28,15,70,29,63,67,54,29,7,142,0,3,2,21,50,1,7,114,5,19,2,12,85,771,436,37,5,311,0,2,43,31,7,38,18,3,8,25,3,2,0,83,2,63,14,13,88,161,130,85,100,38,74,10,36,56,28,14,71,29,63,67,54,29,7,142,0,3,2,21,50,1,7,104,5,19,2,12,85,758,423,37,5,308,-13,-96,,
benchmark_cbench-v1_bitcount_2_de59dc,86a690fcb95658e7,24223de53746444394b73b36ea25f8f4,2026-07-31T14:41:05.043604+00:00,benchmark://cbench-v1,0.2.5,10.0.0 x86_64-unknown-linux-gnu,Dhanush,3.10.20,benchmark://cbench-v1/bitcount,2,2,99,-partial-inliner,-partial-inliner,2,"[30, 26]",IrInstructionCountO3,0.0,0.0,0.0,0.0,0.0,8.815443435482235,True,True,True,action_no_effect,0.2809891389997574,,,6b6b54efabc04559cf7eaae6262feddfe8d4dcd8,758,3888,85,37,758,423,6b6b54efabc04559cf7eaae6262feddfe8d4dcd8,758,3888,85,37,758,423,0,2,43,31,7,38,18,3,8,25,3,2,0,83,2,63,14,13,88,161,130,85,100,38,74,10,36,56,28,14,71,29,63,67,54,29,7,142,0,3,2,21,50,1,7,104,5,19,2,12,85,758,423,37,5,308,0,2,43,31,7,38,18,3,8,25,3,2,0,83,2,63,14,13,88,161,130,85,100,38,74,10,36,56,28,14,71,29,63,67,54,29,7,142,0,3,2,21,50,1,7,104,5,19,2,12,85,758,423,37,5,308,0,0,,
benchmark_cbench-v1_bitcount_3_9e610c,d739fcd8117f264b,24223de53746444394b73b36ea25f8f4,2026-07-31T14:41:05.043604+00:00,benchmark://cbench-v1,0.2.5,10.0.0 x86_64-unknown-linux-gnu,Dhanush,3.10.20,benchmark://cbench-v1/bitcount,3,0,62,-loop-distribute,-loop-distribute,0,[],IrInstructionCountO3,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,action_no_effect,0.2832793910001783,,,fddc97bdd0d0712a81a48d048c526f3c601f78ca,857,3894,85,37,857,495,fddc97bdd0d0712a81a48d048c526f3c601f78ca,857,3894,85,37,857,495,0,2,43,31,7,38,18,3,8,25,3,2,0,83,2,63,14,13,88,164,131,86,103,38,74,10,36,59,28,18,67,54,63,67,55,29,7,195,0,3,2,21,51,1,7,119,5,19,2,13,85,857,495,37,5,391,0,2,43,31,7,38,18,3,8,25,3,2,0,83,2,63,14,13,88,164,131,86,103,38,74,10,36,59,28,18,67,54,63,67,55,29,7,195,0,3,2,21,51,1,7,119,5,19,2,13,85,857,495,37,5,391,0,0,,
benchmark_cbench-v1_bitcount_4_e49568,0b8670a7df095ef2,24223de53746444394b73b36ea25f8f4,2026-07-31T14:41:05.043604+00:00,benchmark://cbench-v1,0.2.5,10.0.0 x86_64-unknown-linux-gnu,Dhanush,3.10.20,benchmark://cbench-v1/bitcount,4,0,55,-jump-threading,-jump-threading,0,[],IrInstructionCountO3,0.04,1.0163887954960478,0.0,0.011668611435239206,0.005649717514124294,1.0163887954960478,True,False,False,,0.2942851910001991,,,fddc97bdd0d0712a81a48d048c526f3c601f78ca,857,3894,85,37,857,495,bf00d4527e68b15edd64dc108cc629b074d39327,847,3872,76,37,847,494,0,2,43,31,7,38,18,3,8,25,3,2,0,83,2,63,14,13,88,164,131,86,103,38,74,10,36,59,28,18,67,54,63,67,55,29,7,195,0,3,2,21,51,1,7,119,5,19,2,13,85,857,495,37,5,391,0,2,34,23,8,29,18,2,8,25,3,2,0,74,2,54,14,16,79,165,131,84,103,29,74,10,36,59,28,19,57,54,54,67,55,29,7,194,0,3,2,21,51,1,7,119,5,19,2,13,76,847,494,37,4,390,-10,-22,,
benchmark_cbench-v1_bitcount_4_e49568,32dad0a8e0b88188,24223de53746444394b73b36ea25f8f4,2026-07-31T14:41:05.043604+00:00,benchmark://cbench-v1,0.2.5,10.0.0 x86_64-unknown-linux-gnu,Dhanush,3.10.20,benchmark://cbench-v1/bitcount,4,1,62,-loop-distribute,-loop-distribute,1,[55],IrInstructionCountO3,0.0,0.0,0.0,0.0,0.0,1.0163887954960478,True,True,True,action_no_effect,0.29439700600050855,,,bf00d4527e68b15edd64dc108cc629b074d39327,847,3872,76,37,847,494,bf00d4527e68b15edd64dc108cc629b074d39327,847,3872,76,37,847,494,0,2,34,23,8,29,18,2,8,25,3,2,0,74,2,54,14,16,79,165,131,84,103,29,74,10,36,59,28,19,57,54,54,67,55,29,7,194,0,3,2,21,51,1,7,119,5,19,2,13,76,847,494,37,4,390,0,2,34,23,8,29,18,2,8,25,3,2,0,74,2,54,14,16,79,165,131,84,103,29,74,10,36,59,28,19,57,54,54,67,55,29,7,194,0,3,2,21,51,1,7,119,5,19,2,13,76,847,494,37,4,390,0,0,,
benchmark_cbench-v1_bitcount_5_327963,690802599037a1de,24223de53746444394b73b36ea25f8f4,2026-07-31T14:41:05.043604+00:00,benchmark://cbench-v1,0.2.5,10.0.0 x86_64-unknown-linux-gnu,Dhanush,3.10.20,benchmark://cbench-v1/bitcount,5,0,30,-early-cse,-early-cse,0,[],IrInstructionCountO3,0.344,6.948442357239302,0.0,0.10035005834305717,-0.023112480739599383,6.948442357239302,True,False,False,,0.2904479859998901,,,fddc97bdd0d0712a81a48d048c526f3c601f78ca,857,3894,85,37,857,495,45822b0bf5ec18c93c8393f9a9c0214a89ba2313,771,3984,85,37,771,436,0,2,43,31,7,38,18,3,8,25,3,2,0,83,2,63,14,13,88,164,131,86,103,38,74,10,36,59,28,18,67,54,63,67,55,29,7,195,0,3,2,21,51,1,7,119,5,19,2,13,85,857,495,37,5,391,0,2,43,31,7,38,18,3,8,25,3,2,0,83,2,63,14,13,88,164,130,85,103,38,74,10,36,59,28,15,70,29,63,67,54,29,7,142,0,3,2,21,50,1,7,114,5,19,2,12,85,771,436,37,5,311,-86,90,,
benchmark_cbench-v1_bitcount_5_327963,5e2dc311caf6fa26,24223de53746444394b73b36ea25f8f4,2026-07-31T14:41:05.043604+00:00,benchmark://cbench-v1,0.2.5,10.0.0 x86_64-unknown-linux-gnu,Dhanush,3.10.20,benchmark://cbench-v1/bitcount,5,1,40,-globaldce,-globaldce,1,[30],IrInstructionCountO3,0.0,0.0,0.0,0.0,0.0,6.948442357239302,True,True,True,action_no_effect,0.28846849000001384,,,45822b0bf5ec18c93c8393f9a9c0214a89ba2313,771,3984,85,37,771,436,45822b0bf5ec18c93c8393f9a9c0214a89ba2313,771,3984,85,37,771,436,0,2,43,31,7,38,18,3,8,25,3,2,0,83,2,63,14,13,88,164,130,85,103,38,74,10,36,59,28,15,70,29,63,67,54,29,7,142,0,3,2,21,50,1,7,114,5,19,2,12,85,771,436,37,5,311,0,2,43,31,7,38,18,3,8,25,3,2,0,83,2,63,14,13,88,164,130,85,103,38,74,10,36,59,28,15,70,29,63,67,54,29,7,142,0,3,2,21,50,1,7,114,5,19,2,12,85,771,436,37,5,311,0,0,,
benchmark_cbench-v1_bitcount_6_9cde0b,b310c2db55ba8f3b,24223de53746444394b73b36ea25f8f4,2026-07-31T14:41:05.043604+00:00,benchmark://cbench-v1,0.2.5,10.0.0 x86_64-unknown-linux-gnu,Dhanush,3.10.20,benchmark://cbench-v1/bitcount,6,0,105,-reassociate,-reassociate,0,[],IrInstructionCountO3,-0.008,-0.38047344476947154,0.0,-0.002333722287047841,-0.008217770929635337,-0.38047344476947154,True,False,False,,0.2383833420008159,,,fddc97bdd0d0712a81a48d048c526f3c601f78ca,857,3894,85,37,857,495,fef26e07ff1408fad29cf961a4da08f096766553,859,3926,85,37,859,495,0,2,43,31,7,38,18,3,8,25,3,2,0,83,2,63,14,13,88,164,131,86,103,38,74,10,36,59,28,18,67,54,63,67,55,29,7,195,0,3,2,21,51,1,7,119,5,19,2,13,85,857,495,37,5,391,0,2,43,31,7,38,18,3,8,25,3,2,0,83,2,63,14,13,88,168,130,90,102,38,77,10,38,59,28,17,68,54,63,67,55,29,7,195,0,3,2,21,51,1,7,119,6,19,2,12,85,859,495,37,5,390,2,32,,
benchmark_cbench-v1_bitcount_7_2c96bd,afd013d88d735c26,24223de53746444394b73b36ea25f8f4,2026-07-31T14:41:05.043604+00:00,benchmark://cbench-v1,0.2.5,10.0.0 x86_64-unknown-linux-gnu,Dhanush,3.10.20,benchmark://cbench-v1/bitcount,7,0,90,-memcpyopt,-memcpyopt,0,[],IrInstructionCountO3,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,action_no_effect,0.2638378450001255,,,fddc97bdd0d0712a81a48d048c526f3c601f78ca,857,3894,85,37,857,495,fddc97bdd0d0712a81a48d048c526f3c601f78ca,857,3894,85,37,857,495,0,2,43,31,7,38,18,3,8,25,3,2,0,83,2,63,14,13,88,164,131,86,103,38,74,10,36,59,28,18,67,54,63,67,55,29,7,195,0,3,2,21,51,1,7,119,5,19,2,13,85,857,495,37,5,391,0,2,43,31,7,38,18,3,8,25,3,2,0,83,2,63,14,13,88,164,131,86,103,38,74,10,36,59,28,18,67,54,63,67,55,29,7,195,0,3,2,21,51,1,7,119,5,19,2,13,85,857,495,37,5,391,0,0,,
benchmark_cbench-v1_bitcount_8_671878,026b2cc6dcea3163,24223de53746444394b73b36ea25f8f4,2026-07-31T14:41:05.043604+00:00,benchmark://cbench-v1,0.2.5,10.0.0 x86_64-unknown-linux-gnu,Dhanush,3.10.20,benchmark://cbench-v1/bitcount,8,0,10,-simplifycfg,-simplifycfg,0,[],IrInstructionCountO3,0.068,1.7702338336992134,0.0,0.019836639439906652,0.011299435028248588,1.7702338336992134,True,False,False,,0.2796846560004269,,,fddc97bdd0d0712a81a48d048c526f3c601f78ca,857,3894,85,37,857,495,04ff8444bad76f4ad83e20e40aec5456b3065c08,840,3850,72,37,840,493,0,2,43,31,7,38,18,3,8,25,3,2,0,83,2,63,14,13,88,164,131,86,103,38,74,10,36,59,28,18,67,54,63,67,55,29,7,195,0,3,2,21,51,1,7,119,5,19,2,13,85,857,495,37,5,391,0,0,31,21,6,27,18,3,8,23,2,0,0,72,0,50,14,15,73,162,131,84,102,27,72,10,36,59,29,19,53,54,50,67,55,29,7,193,0,3,0,21,51,2,6,119,5,19,2,13,72,840,493,37,0,389,-17,-44,,
benchmark_cbench-v1_bitcount_8_671878,4577b9de6ca043b1,24223de53746444394b73b36ea25f8f4,2026-07-31T14:41:05.043604+00:00,benchmark://cbench-v1,0.2.5,10.0.0 x86_64-unknown-linux-gnu,Dhanush,3.10.20,benchmark://cbench-v1/bitcount,8,1,36,-inline,-inline,1,[10],IrInstructionCountO3,-0.008,-0.2824675324675325,0.0,-0.002380952380952381,-0.004155844155844156,1.4877663012316809,True,False,False,,0.2619141089999175,,,04ff8444bad76f4ad83e20e40aec5456b3065c08,840,3850,72,37,840,493,f956762655919dbaa279d16b490de5d1051a5507,842,3866,71,36,842,494,0,0,31,21,6,27,18,3,8,23,2,0,0,72,0,50,14,15,73,162,131,84,102,27,72,10,36,59,29,19,53,54,50,67,55,29,7,193,0,3,0,21,51,2,6,119,5,19,2,13,72,840,493,37,0,389,0,0,31,21,6,27,18,3,8,23,2,0,0,71,0,50,13,15,73,162,133,84,102,27,72,10,36,59,29,20,51,56,50,68,55,29,7,193,0,3,0,20,51,2,6,119,5,19,2,13,71,842,494,36,0,391,2,16,,
benchmark_cbench-v1_bitcount_8_671878,f6c9fb279f76113f,24223de53746444394b73b36ea25f8f4,2026-07-31T14:41:05.043604+00:00,benchmark://cbench-v1,0.2.5,10.0.0 x86_64-unknown-linux-gnu,Dhanush,3.10.20,benchmark://cbench-v1/bitcount,8,2,122,-tailcallelim,-tailcallelim,2,"[10, 36]",IrInstructionCountO3,0.0,0.0,0.0,0.0,0.0,1.4877663012316809,True,False,True,no_ir_change,0.27807500600010826,,,f956762655919dbaa279d16b490de5d1051a5507,842,3866,71,36,842,494,86b0f54d0d7f3110cfa925ff5b46050b1a202f1d,842,3866,71,36,842,494,0,0,31,21,6,27,18,3,8,23,2,0,0,71,0,50,13,15,73,162,133,84,102,27,72,10,36,59,29,20,51,56,50,68,55,29,7,193,0,3,0,20,51,2,6,119,5,19,2,13,71,842,494,36,0,391,0,0,31,21,6,27,18,3,8,23,2,0,0,71,0,50,13,15,73,162,133,84,102,27,72,10,36,59,29,20,51,56,50,68,55,29,7,193,0,3,0,20,51,2,6,119,5,19,2,13,71,842,494,36,0,391,0,0,,
benchmark_cbench-v1_bitcount_9_31dc20,b5e2a78fc4b3bc41,24223de53746444394b73b36ea25f8f4,2026-07-31T14:41:05.043604+00:00,benchmark://cbench-v1,0.2.5,10.0.0 x86_64-unknown-linux-gnu,Dhanush,3.10.20,benchmark://cbench-v1/bitcount,9,0,24,-dce,-dce,0,[],IrInstructionCountO3,0.004,0.08751458576429404,0.0,0.0011668611435239206,0.0,0.08751458576429404,True,False,False,,0.2781889459993181,,,fddc97bdd0d0712a81a48d048c526f3c601f78ca,857,3894,85,37,857,495,b494f1225ad8a418c29fb68ef653c104372c8410,856,3894,85,37,856,495,0,2,43,31,7,38,18,3,8,25,3,2,0,83,2,63,14,13,88,164,131,86,103,38,74,10,36,59,28,18,67,54,63,67,55,29,7,195,0,3,2,21,51,1,7,119,5,19,2,13,85,857,495,37,5,391,0,2,43,31,7,38,18,3,8,25,3,2,0,83,2,63,14,13,88,164,131,86,103,38,74,10,36,59,28,18,67,54,63,67,55,29,7,195,0,3,2,21,51,1,7,119,5,19,2,12,85,856,495,37,5,390,-1,0,,
benchmark_cbench-v1_bitcount_9_31dc20,9c979a133df1fa18,24223de53746444394b73b36ea25f8f4,2026-07-31T14:41:05.043604+00:00,benchmark://cbench-v1,0.2.5,10.0.0 x86_64-unknown-linux-gnu,Dhanush,3.10.20,benchmark://cbench-v1/bitcount,9,1,53,-instcombine,-instcombine,1,[24],IrInstructionCountO3,0.532,14.060587460219171,0.0,0.15537383177570094,0.0963020030816641,14.148102045983466,True,False,False,,0.2765899719997833,,,b494f1225ad8a418c29fb68ef653c104372c8410,856,3894,85,37,856,495,4bcaed14d1458378be708e9af7a21d394b25fd4e,723,3519,85,39,723,387,0,2,43,31,7,38,18,3,8,25,3,2,0,83,2,63,14,13,88,164,131,86,103,38,74,10,36,59,28,18,67,54,63,67,55,29,7,195,0,3,2,21,51,1,7,119,5,19,2,12,85,856,495,37,5,390,0,8,43,31,7,38,18,3,8,25,3,8,0,77,8,63,14,13,88,109,151,83,83,38,72,4,37,44,34,12,73,51,63,62,53,30,14,140,0,4,8,21,29,0,8,88,1,9,2,16,85,723,387,39,17,290,-133,-375,,
benchmark_cbench-v1_bitcount_9_31dc20,b1c567d21b6b0bf3,24223de53746444394b73b36ea25f8f4,2026-07-31T14:41:05.043604+00:00,benchmark://cbench-v1,0.2.5,10.0.0 x86_64-unknown-linux-gnu,Dhanush,3.10.20,benchmark://cbench-v1/bitcount,9,2,30,-early-cse,-early-cse,2,"[24, 53]",IrInstructionCountO3,0.184,3.450386107897965,0.0,0.0636237897648686,-0.05285592497868713,17.59848815388143,True,False,False,,0.2752131269999154,,,4bcaed14d1458378be708e9af7a21d394b25fd4e,723,3519,85,39,723,387,debb133f2e22b3883c979f39a748a48bf3723faf,677,3705,85,39,677,365,0,8,43,31,7,38,18,3,8,25,3,8,0,77,8,63,14,13,88,109,151,83,83,38,72,4,37,44,34,12,73,51,63,62,53,30,14,140,0,4,8,21,29,0,8,88,1,9,2,16,85,723,387,39,17,290,0,8,43,31,7,38,18,3,8,25,3,8,0,77,8,63,14,13,88,109,151,83,83,38,72,4,37,44,34,11,74,27,63,62,53,30,14,118,0,4,8,21,29,0,8,88,1,9,2,16,85,677,365,39,17,244,-46,186,,
benchmark_cbench-v1_bitcount_9_31dc20,e009e25a03804bce,24223de53746444394b73b36ea25f8f4,2026-07-31T14:41:05.043604+00:00,benchmark://cbench-v1,0.2.5,10.0.0 x86_64-unknown-linux-gnu,Dhanush,3.10.20,benchmark://cbench-v1/bitcount,9,3,122,-tailcallelim,-tailcallelim,3,"[24, 53, 30]",IrInstructionCountO3,0.0,0.05398110661268557,0.0,0.0,0.0021592442645074223,17.652469260494115,True,False,True,no_ir_change,0.27895203000025504,,,debb133f2e22b3883c979f39a748a48bf3723faf,677,3705,85,39,677,365,a1b97fc1f6b1406eb228a2278f7686c3c88dfc7e,677,3697,85,39,677,365,0,8,43,31,7,38,18,3,8,25,3,8,0,77,8,63,14,13,88,109,151,83,83,38,72,4,37,44,34,11,74,27,63,62,53,30,14,118,0,4,8,21,29,0,8,88,1,9,2,16,85,677,365,39,17,244,0,8,43,31,7,38,18,3,8,25,3,8,0,77,8,63,14,13,88,109,151,83,83,38,72,4,37,44,34,11,74,27,63,62,53,30,14,118,0,4,8,21,29,0,8,88,1,9,2,16,85,677,365,39,17,244,0,-8,,
